phylum	class	order	family	genus	species	subsp	subsub	key	strain
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		EU424062	Human parainfluenza virus 3 strain 14702
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		KF530226	Human parainfluenza virus 3 strain HPIV3/AUS/1/2007
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		KF530238	Human parainfluenza virus 3 strain HPIV3/AUS/4/2007
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		KF530251	Human parainfluenza virus 3 strain HPIV3/AUS/5/2007
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		KJ672531	Human parainfluenza virus 3 strain HPIV3/Homo sapiens/PER/FPP01456/2012
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		KF530239	Human parainfluenza virus 3 strain HPIV3/USA/629-2/2006
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		KX574711	Human parainfluenza virus 3 strain SCH-13
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		Z11575	Human parainfluenza virus 3 virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster D		U51116	"Human parainfluenza virus 3, mutant cp-45 HPU51116 "
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster E		KF530243	Human parainfluenza virus 3 strain HPIV3/AUS/3/2007
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster E		KF530249	Human parainfluenza virus 3 strain HPIV3/AUS/6/2007
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster E		KF530230	Human parainfluenza virus 3 strain HPIV3/AUS/7/2007
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster E		KF530225	Human parainfluenza virus 3 strain HPIV3/AUS/9/2007
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster E		KF530227	Human parainfluenza virus 3 strain HPIV3/FRA/29144018/2009
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster E		KF530247	Human parainfluenza virus 3 strain HPIV3/USA/629-D02313/2006
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 3	cluster E		KF687336	Human parainfluenza virus 3 strain HPIV3/ZAF/1145978/2007
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 4	cluster A		KF483663	Human parainfluenza virus 4a isolate HPIV4_DK(459)
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 4	cluster A		KF878965	Human parainfluenza virus 4a isolate HPIV-4a_QPID08-0015
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 4	cluster A		NC_021928	Human parainfluenza virus 4a strain: M-25
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 4	cluster A		AB543336	Human parainfluenza virus 4a strain: M-25
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 4	cluster B		EU627591	Human parainfluenza virus 4b isolate SKPIV4
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 4	cluster B		JQ241176	Human parainfluenza virus 4b strain 04-13
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 4	cluster B		KF908238	Human parainfluenza virus 4b strain QLD-01
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Human parainfluenza virus 4	cluster B		AB543337	Human parainfluenza virus 4b strain: 68-333
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster A		NC_001552	Sendai virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster A		AB039658	Sendai virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster A		AB005796	Sendai virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster A		AB005795	Sendai virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster A		AB065187	"Sendai virus, clone:E15cl2"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster A		AB065186	"Sendai virus, clone:E30cl2"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster A		AB065189	"Sendai virus, clone:E30M15cl5"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster A		AB065188	"Sendai virus, clone:E50cl9"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		M30203	Sendai virus mutant F1-R PAFF1RMUT 
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		M30204	Sendai virus mutant ts-f1 PAFTSF1MUT 
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		M69046	Sendai virus strain mutant T-5 revertant SNDT5RCG 
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		M30202	Sendai virus strain Z PAFZSTR 
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		AB855653	"Sendai virus, strain: Cantell, clone: cC"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		AB855654	"Sendai virus, strain: Cantell, clone: cCdi"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		AB275416	"Sendai virus, strain: Cl. 151"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		AB275417	"Sendai virus, strain: Nagoya 1-60"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		AB855655	"Sendai virus, strain: Z"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		AB195968	"Sendai virus, strain:Nagoya"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		AB195967	"Sendai virus, strain:pi"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster B		DD381205	SeV vector having ability of persistent infection
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster C		DQ219803	Sendai virus strain BB1
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Respirovirus	Sendai virus	cluster C		KP717417	Sendai virus strain Moscow
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	Bat Paramyxovirus		HQ660095	Bat Paramyxovirus Epo_spe/AR1/DRC/2009
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		NC_002200	Mumps virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AF314559	Mumps virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB040874	Mumps virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB000388	Mumps virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB000387	Mumps virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB000386	Mumps virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB823535	"Mumps virus cRNA, strain: MuVi/Hikaru.JPN/22.97-B"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB576764	"Mumps virus cRNA, strain: Y213"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		FJ375177	Mumps virus isolate 1004-10/2
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AF314560	Mumps virus isolate 87 1004
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AF314562	Mumps virus isolate 87 1005
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AY309060	Mumps virus isolate Dg1062/Korea/98
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		FJ375178	Mumps virus isolate Gw7
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AF314561	Mumps virus strain Biken
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		KF878078	Mumps virus strain MuVi/Akita.JPN/42.93[I]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AF314558	Mumps virus strain SIPAR 02
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB744049	"Mumps virus viral cRNA, strain: Miyahara parent"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB744048	"Mumps virus viral cRNA, strain: Miyahara vaccine lot3"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB827968	"Mumps virus viral cRNA, strain: MuVi/NK-M46.JPN/0.70[B] (Vac)"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB600942	"Mumps virus viral cRNA, strain: ODATE-3"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster A		AB470486	"Mumps virus, Hoshino vaccine strain"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		AF201473	Mumps virus
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		AF338106	Mumps virus (STRAIN JERYL-LYNN) live vaccine major component
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		AF345290	Mumps virus (STRAIN JERYL-LYNN) live vaccine minor component JL2
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		JQ946550	Mumps virus isolate JL-CK1
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		JQ946551	Mumps virus isolate JL-CK2
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		JQ946552	Mumps virus isolate JL-CK3
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		JQ946553	Mumps virus isolate JL-CK4
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		JQ946554	Mumps virus isolate JL-CK5
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		HQ416906	Mumps virus isolate S79 live vaccine major component
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		HQ416907	Mumps virus isolate S79 live vaccine minor component
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		GU980052	Mumps virus strain Enders
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		FN431985	"Mumps virus strain Jeryl Lynn, sub strain JL2"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		FJ211586	Mumps virus strain JL1
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		FJ211585	Mumps virus strain RIT4385
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		DI035997	Rescue of Mumps Virus from cDNA
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		DI064912	Rescue of Mumps Virus from cDNA
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		DI021804	Rescue of Mumps Virus from cDNA
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		BD293024	Rescue of mumps virus from cDNA
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		BD293023	Rescue of mumps virus from cDNA
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster B		BD293022	Rescue of mumps virus from cDNA
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster D		AF467767	Mumps virus isolate 88-1961
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster D		JQ388691	Mumps virus strain attenuated RS-12
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster D		JX287388	Mumps virus strain MuV/Mass.USA/4.10
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster D		KF878077	Mumps virus strain MuVi/Bedford.GBR/0.89[H]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster D		AY681495	Mumps virus strain MuVi/Novosibirsk.RUS/10.03-H
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster D		JQ388690	Mumps virus strain RS-12
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster D		AB600843	"Mumps virus viral cRNA, strain: MuVi-MNG09-024"
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster E		AY508995	Mumps virus strain L3/Russia/Vector
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster E		JF727652	Mumps virus strain Leningrad-3
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster E		JF727651	Mumps virus strain Leningrad-3
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster E		AY685921	Mumps virus strain L-Zagreb master seed
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster E		AY685920	Mumps virus strain L-Zagreb vaccine strain
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster F		JX287386	Mumps virus strain MuV/California.USA/50.07/1
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster F		KF878076	Mumps virus strain MuVi/Ge9.DEU/0.77[D]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster F		KF878080	Mumps virus strain MuVi/RW154.USA/0.70s[K]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster H		KF042304	Mumps virus strain MuVi/Shandong.CHN/4.05[F]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster H		KF170917	Mumps virus strain MuVi/Zhejiang.CHN/11.06/1
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster H		KF170918	Mumps virus strain MuVi/Zhejiang.CHN/16.08/2
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster H		KF170919	Mumps virus strain MuVi/Zhejiang.CHN/19.10
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster H		KF170916	Mumps virus strain MuVi/Zhejiang.CHN/26.05
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster H		EU884413	Mumps virus strain SP
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster H		FJ556896	Mumps virus strain SP-A
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	cluster H		DQ649478	Mumps virus strain strain SP
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype C		AY669145	Mumps virus genotype C
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype C		KF843896	Mumps virus genotype C strain MuVi/Chennai.IND/35.12[C]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype C		KM385447	Mumps virus genotype C strain MuVi/Kushinagar.IND/36.13[C]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype C		KF843894	Mumps virus genotype C strain MuVi/Osmanabad.IND/10.12/17[C]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype C		KF843895	Mumps virus genotype C strain MuVi/Osmanabad.IND/10.12/18[C]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype C		KF843893	Mumps virus genotype C strain MuVi/Pune.Ind/50.08[C]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype C		EU370206	Mumps virus strain 9218/Zg98
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype G		KM597072	Mumps virus genotype G strain MuV/Gabon/13/2[G]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype G		KJ810514	Mumps virus genotype G strain MuV/Gabon/9.13/2[G]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype G		KF738113	Mumps virus genotype G strain MuVi/Pune.IND/00.86[G]
ssRNA negative-strand viruses		Mononegavirales	Paramyxoviridae	Rubulavirus	Mumps virus	genotype G		KF738114	Mumps virus genotype G strain MuVi/Pune.IND/07.12[G]
